,name,genres,directors,writers,averageRating,numVotes,actors,original_language,production_companies,release_date,budget,revenue,runtime,status,keywords,trailer_views,trailer_likes,titleType_movie,titleType_tvMovie,director_score,writer_score,actor_score,star_score,is_documentary,genres_Action,genres_Adult,genres_Adventure,genres_Animation,genres_Biography,genres_Comedy,genres_Crime,genres_Documentary,genres_Drama,genres_Family,genres_Fantasy,genres_Film-Noir,genres_History,genres_Horror,genres_Music,genres_Musical,genres_Mystery,genres_Romance,genres_Sci-Fi,genres_Sport,genres_Thriller,genres_War,genres_Western,is_holiday_release,is_competitive_month,production_popular,lang_en,lang_fr,lang_es,lang_hi,lang_ja,lang_other,has_trailer,has_keywords,keyword_embedding
3617,Lone Star,"Drama,Mystery,Western",John Sayles,John Sayles,7.4,33981.0,"Mark Deklin,Michael Massaad,Alessandro Bruni,Oni Faida Lampley,Kate Moennig,William Farnum,Lochlyn Munro,Enrique Murciano,Sandy McPeak,Chantal M. Marie,Poppy Montgomery,Jon Voight,Brendan Fraser,Stephen Mendillo,Hana Joi,Chris Cooper,Anthony LaPaglia,David Keith,Gonzalo Castillo,Eric Close,Pam Abdalla,Denton Blane Everett,Harry von Meter,Norbert Leo Butz,Donald Sutherland,Laura Bellini,Adrianne Palicki,Rachel Shelley,Moroni Olsen,Marianne Jean-Baptiste,Giuseppe Battiston,Sarah Bellini,Clifton James,Michael Harney,Elizabeth Peña,Dallas Roberts,Michael Esper,Ava Gardner,Sarah Shahi,Jason Hopkins,Nancy Stafford,Jon Polito,Brody McPherson,Chuck Connors,Broderick Crawford,Chad Faust,Stefan Cowden,Lowell Gilmore,Brion James,James Wolk,Ed Begley,Claude Earl Jones,Eleese Lester,Mia Kirshner,Amanda Wyss,James Burke,John McIntire,Lionel Barrymore,Richard Coca,Clark Gable,Al Ferguson,Terri Garber,Leisha Hailey,Charlotte Burton,William Russell,Harris Dickinson,Erin Daniels,Beulah Bondi,Eloise Mumford,Lewis Smith,Alan Autry,Alexia Landeau,Manley Xu,Joe Stevens,Jennifer Beals,Kristof Gillese,Bryce Johnson,Ashton Dearholt,Laurel Holloman,Jason Logan,Stephen J. Lang,Daniel Sea,Hilary Swank,Bridget Flanery",en,Castle Rock Entertainment-Rio Dulce,1996-06-21,9996462.715105163,26530538.07206501,135.0,Released,sheriff-texas-family secrets-neo-western-dark secret,3696589.149212745,5269431.921248069,1.0,0.0,0,0,2,105,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.1697632
3618,The Long Kiss Goodnight,"Action,Crime,Drama",Renny Harlin,Shane Black,6.8,88731.0,"Geena Davis,Patrick Malahide,David Morse,Tom Amandes,Yvonne Zima,Joseph McKenna,Danny Husbands,Samuel L. Jackson,Philip Brodie,Karen Ferrari,Alex Lawler,Craig Bierko,Andy Ansah,Brian Cox,Melina Kanakaredes,Chris Brazier",en,New Line Cinema-Forge-The Steve Tisch Company,1996-10-11,129954015.29636711,17885023.51901147,121.0,Released,assassination-spy-martial arts-amnesia-hostage-new identity-strong woman-chase-dark comedy-teacher-escape-shootout-female protagonist-gunfight-terrorism-beautiful  woman-single mother-timebomb-candlelight vigil-rogue agent-christmas-ex-cia agent-action hero-christmas parade,1504446.9478278402,2383429.887200535,1.0,0.0,1,1,1,105,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.70161283
3619,Lost Highway,"Drama,Mystery,Thriller",David Lynch,"David Lynch,Barry Gifford",7.6,161732.0,"Erik Fellows,Lyle Lovett,James Matthew Poole,Alisha Newton,Adam Dunlap,Shaun Johnston,Ellen Burstyn,Tim Halvorsen,Gabriel Hogan,Chris Jaymes,Jyn Hall,Rita Dominic,Colin McHugh,Christopher Scott,Steve Cook,Adriana Medina,Ben Ribler,Kristina Arjona,Rick Gonzalez,Tate Ellington,John Rymer,Princess Halliday,Louis Eppolito,Michael T. Dean,Patricia Arquette,Kingson Bayawa,Blake DeLong,Thomas C. McKee,Mink Stole,Senanu Gbedawo,Henry Rollins,Jenna Maetlind,Michael Massee,Leon Thomas,Amaka Aneke,Jodi Stapler,Michael Shamus Wiles,Christopher Meloni,Harrison Abel,Michelle Morgan,Miranda Robbins,Slim Chimez,Tiago Roberts,Samuel Umoh,Arthur Titus,Chris Potter,Andre Parusel,Dean Norris,Jose Miguel Vasquez,Jessica Steen,Bill Pullman,Jennifer Edozien,LB Brown,Cynthia Godwin,Graham Wardle,John Roselius,Jack Heffron,Debbie Tsamoudakis,Michael A. Cook,Christina Carlos,Katharine Crane,Robert Blake,Amber Marshall,Kanayo Egwu",en,CiBy 2000-October Films-Asymmetrical Productions-Lost Highway Productions,1997-01-15,29316728.971962616,7342607.350411216,134.0,Released,prison-pornography-dual identity-jealousy-dream-eroticism-sexual frustration-violent husband-paranoia-headache-death row-motel-prison cell-jazz singer or musician-nightmare-gangster-car mechanic-hallucination-suspicion-bedroom-highway-identity crisis-transformation-police-insanity-murder-car crash-surrealism-los angeles california-videotape,684023.933331128,1118929.6924228535,1.0,0.0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.7712976
3620,Manny & Lo,"Comedy,Drama",Lisa Krueger,Lisa Krueger,6.6,2301.0,"Lisa Campion,Mary Kay Place,Tyler Silvers,Marlen Hecht,Forrest Silvers,Dean Silvers,Glenn Fitzgerald,Novella Nelson,Aleksa Palladino,Scarlett Johansson",en,Pope Productions,1996-01-22,999646.2715105162,862346.85541109,88.0,Released,robbery-runaway-dream-kidnapping-pregnancy-sister-police-drugs-woman director,166362.51251733536,150187.65820292328,1.0,0.0,0,0,1,91,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.3332355
3621,Mars Attacks!,"Comedy,Sci-Fi",Tim Burton,"Len Brown,Woody Gelman,Wally Wood,Bob Powell,Norman Saunders,Jonathan Gems",6.4,251117.0,"Takehiro Hasu,Glenn Close,Yuri Yoshida,Pierce Brosnan,Martin Short,Mari Yamada,Michael J. Fox,Tom Jones,Jack Nicholson,Haruka Tomatsu,Danny DeVito,Doug Walker,Rie Kugimiya,Rod Steiger,Tadashi Mutoh,Marina Inoue,Sarah Jessica Parker,Sora Amamiya,Minako Kotobuki,Wataru Komada,Annette Bening",en,Warner Bros. Pictures-Tim Burton Productions,1996-12-12,139950478.01147228,20267031.83665583,106.0,Released,saving the world-total destruction-the white house-planet mars-usa president-cataclysm-laser gun-ambassador-congress-flying saucer-horror-based on comic-parody-alien-dark comedy-creature-alien invasion-horror comedy-outer space,2445579.481273204,1523557.686646788,1.0,0.0,1,0,3,185,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.60552776
3622,Marvin's Room,Drama,Jerry Zaks,Scott McPherson,6.7,30864.0,"Hume Cronyn,Leonardo DiCaprio,Dan Hedaya,Margo Martindale,Robert De Niro,Cynthia Nixon,Diane Keaton,Hal Scardino,Gwen Verdon,Meryl Streep",en,Miramax-Scott Rudin Productions-Tribeca Productions,1996-12-18,45983728.48948375,25597552.212523904,98.0,Released,sibling relationship-florida-sister-leukemia-reunion-cancer-based on play or musical-bone marrow transplant-estranged sister,4491845.47088277,3214524.5450852066,1.0,0.0,0,0,3,137,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.33323145
3623,Mary Reilly,"Drama,Horror,Romance",Stephen Frears,"Valerie Martin,Christopher Hampton",5.8,16217.0,"George Cole,Michael Gambon,Bronagh Gallagher,Glenn Close,John Malkovich,Michael Sheen,Kathy Staff,Henry Goodman,Julia Roberts,Linda Bassett",en,NFH Films-TriStar Pictures,1996-02-23,93966749.52198854,24750046.105659656,104.0,Released,servant-monster-laboratory-jekyll and hyde-housemaid-19th century,1046344.47649263,3224537.3622565367,1.0,0.0,1,0,1,69,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.15766287
3624,Matilda,"Comedy,Family,Fantasy",Danny DeVito,"Roald Dahl,Nicholas Kazan,Robin Swicord",7.0,184189.0,"Pam Ferris,Christian Gonon,Clare McNulty,Irena Maslinska,Manuela Mandracchia,Brad Jones,Rukia Bilal,Mihai Cuciumeanu,Carmen Scivittaro,Silvio Orlando,Kazimierz Kaczor,Alex Brockdorff,Lydia Wilson,Maryam Mirabedi,Sarah Carman,Luigi Petrucci,Marzia Ubaldi,Emmie Thompson,Lindsay Ellis,Cristian Danu,Mario Santella,Roberta Collins,Nimmi Harasgama,Lara Schroeder,David Díaz,Kate Winslet,Cristina Mitu,Ornella Aliano,Clive Revill,Patrick Levis,Jadwiga Kuryluk,Karen Carlson,Jon Bloom,Elliott Gould,Jesea Joseph,Wlodzimierz Musial,Harry Guardino,Kyle Dean Massey,Courtney Andresen,Salim Japai,Sara Drago,Angela Kay,Mace Richards,Sara Lazzaro,Maria Bialobrzeska,Tracey Walter,Abubakar Ali,Salma Jabu,Vicentiu Popescu,Giuseppe Battiston,Ruxandra Necula,Marcella Roy,Lynne Marie Rosenberg,Sara Magdalin,Morten Thunbo,Ruxandra Serban,Francesco Russo,Nick Hobbs,Mohamed Fungameza,Tino Schirinzi,Rupert Lazarus,Lionel Stander,Rhea Perlman,Jan Himilsbach,Antonella Inserra,Art Metrano,Mara Wilson,Roy Clark,Yusuph Jackson,Rebecca Emmanuel,Gary Morgan,Priscilla Karidis,Jadwiga Jankowska-Cieslak,Dennis Scarfeo,Brian Levinson,Titus Gee,Luca Esposito,Frank Failla,Marian Kociniak,Paul Reubens,Jawnee Conroy,Higer Abdallah,Milena Vukotic,Molly Camp,Kaze,Embeth Davidtz,Joel Champagne,Max Jenkins,Danny DeVito,Michele Di Mauro,Mubaraq Badili,Wieslaw Michnikowski,Molly Knefel,Joanna Scanlan,Joel Fry,Carla Benedetti,James Roland,Hamed Afzali,Vanna Polverosi,Gianni Agus,Paul Mushumani,Dyfan Dwyfor,Larry Pennell,Jean Speegle Howard,Zacharia Baruti,David Veloz,Doug Walker,Brenna Palughi,Simona Maicanescu,Paola Buratto,Livia Rossi,Maurizio Lastrico,Andy Clarkson,Radoslaw Brewing,Mohammad Hosein Sepanj,Dorothy Fitzgerald,Kate Ross",en,Jersey Films-TriStar Pictures,1996-08-02,71974531.54875717,66895160.90263862,98.0,Released,based on novel or book-parent child relationship-difficult childhood-telekinesis-child prodigy-childhood trauma-school-teacher student relationship-schoolmarm-based on young adult novel,-3107252.278359081,6255104.829869683,1.0,0.0,1,0,2,88,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.35457766
3625,Maximum Risk,"Action,Crime,Thriller",Ringo Lam,Larry Ferguson,5.6,24772.0,"Stéphane Audran,Zach Grenier,Jean-Claude Van Damme,David Hemblen,Frank Senger,Paul Ben-Victor,Frank van Keeken,David Adamovich,Barbara Adamovich,Stefanos Miltsakakis,Natasha Henstridge,Jean-Hugues Anglade",en,Columbia Pictures-Roger Birnbaum Productions-Moshe Diamant Production,1996-09-13,49982313.57552582,10336838.87175717,100.0,Released,mistake in person-dying and death-twin brother-russian mafia,1628438.4016625376,573658.2384629882,1.0,0.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.03159082
3626,Michael,"Comedy,Drama,Fantasy",Nora Ephron,"Peter Dexter,Jim Quinlan,Nora Ephron,Delia Ephron",5.7,45868.0,"Keith Ernst,Rolf Schimpf,David Rauchenberger,Gisela Salcher,Rose-Marie Perreault,Wilhelmine Sandrock,Curt Timm,Kevin Flores,James Lafazanos,Kate Moennig,Monaé Wilson,Payel Mukherjee,Nadav Hollander,Dash Mihok,Heather McKoy,Maciej Góraj,Xaver Winkler,Marc-André Grondin,Shaiju Nambiadath,Joe Carroll,Joe Grimes,Walter Slezak,Edward Linde-Lubaszenko,Paul Persic,Jasmine Jobson,Thomas Pfalzmann,Grete Mosheim,Alex Grant,Dean Savage,Brad Simanski,Christian Greenway,Jeff Irvine,Michael Baker,Ashley Huey,Jean Stapleton,Adelayo Adedayo,Jade Boulanger,Émile Proulx-Cloutier,Matthew Burton,Steven Bauer,Meital Raz,Jon Voight,Kambiz Dirbaz,Rosarito Rodriguez,Devon Bagby,Benz Antoine,Lauren Hamilton Neill,Phil Cooksey,Constantin Pappas,Marga Maasberg,Russell Chave,Idris Elba,Carly Herm,JT Hanna,Dianna Agron,Ursula Strauss,Nanette Ababio,Jayma Mays,Emmanuel Collet,Hila Goldenberg,Linda Adey,Douglas Chapman,Saeed Dashti,Michael Kirshner,Robert Garrison,Michael Fuith,Yaniv Biton,Varun Sandesh,Omri David,Marc Wootton,Lorien Haynes,Todd Woodard,Julie Perreault,Audrey Hawkins,John Travolta,Addison Keen,Eric Kofi Abrefa,Nathaniel Logan McIntyre,Torri Higginson,Erica Woolsey,Iris Erdmann,Chris Colfer,Ali Dehkordi,Lisa-Marie Hoctor,Mawaan Rizwan,Mehran Atashzay,Iravati Harshe,Mahie Gill,Aram Nazaryan,Lior Shabtay,Julia Carrol,Miles Teller,Yves Pignot,Jerzy Binczycki,Maryam Khodarahmi,Neda Ghorbanian,Avi Dangur,Daniel Kozakiewicz,Andie MacDowell,Ky-Mani Carty,Eddie Marsan,Karell Touron,Gregory G. Allen,Paul McGillion,Victor Tremmel,Richard Wilson,Tosin Cole,Libbie Dahl,Willem Fricke,Michal Juszczakiewicz,Helena Hillgaertner,Athena Boutari,Tom Guillot,Anni Willetts,Vijay Sethupathi,Andy Kessler,Nithin Ram,Othón Zermeño,Bruno Camara,J. Nagle,Max Auzinger,Adam McKoy,Lawrence Larkin,Hadley Phares,Robert Rossi,Cameron Stannard,Leigh Jones-Holden,Isbael Freund,Courtney Rackley,Ashley Murphy,Til Erwig,Winston Bell,Churni Ganguly,John Thomas,Kelan Todd,John Echeverria,Barbara Brylska,Shridhar Watsar,Michael Anthony Spady,Axel Huet,Lisiane Hansart,Monika Niemczyk,Darren Criss,Anasuya Bharadwaj,Naseeruddin Shah,Sean Whalen,Nathan Mason,Victoria Valentine,Jorge Melendez,Orphée Ladouceur-Nguyen,Mir Afsar Ali,Lemoine Drake,Nicky Richter,Ben Bennett,Varalaxmi Sarathkumar,Samantha Nony,Joe Carpenter,Christina Cropper,Larenz Tate,Ben Zebrowski,Conor Eby,Cory Monteith,Laura Harrier,Liev Schreiber,Chandler Juliet,Teri Garr,Inge Meysel,Claire Rankin,Michael Ryan,Luc Hund,Michael Lake,Gautham Vasudev Menon,Weston Arch,Sampath Ram,Purav Bhandare,Derek Luke,Bruce Jackson,Colman Domingo,Markus Hochholdinger,Alireza Khamseh,Cyrus R. Thompson,Sara Zanelletti,Assi Cohen,Rachel Luttrell,Natalia Poast,Rachel Hutson,Carla Gugino,Goran Ebel,Lauren Salandra,Connor Trinneer,Marie-France Lambert,Evan Tilson-Stroud,Pooch Hall,Joe Barmoha,Nia Long,Tanushree Chakraborty,Michael Ajao,Sabyasachi Chakrabarty,Ori Yaniv,Bob Hoskins,Charlie Bruneau,Michael Vale,Razia Mizrahi,Christine Kain,Deepshika,Sam Olfain,Maureen Kedes,Swastika Mukherjee,Tomasz Taraszkiewicz,Isolde Wagner,Sundeep Kishan,Sope Dirisu,Kerris Dorsey,Matthew Morrison,John David Gregory,Tarek Boudali,Karl Freund,Matt Oxley,Michael,Jason Momoa,Eva Manhardt,Jeanne Savary,Zdzislaw Rychter,Arunima Ghosh,Jonathan Irons,Claus Ringer,Hamed Bisadi,Kat Graham,Julia Dyan,Cathy Santarelli,Jessica Sula,Didier Aslan,Soumitra Chatterjee,Kevin McHale,Alexander Murski,Joe Flanigan,David Hewlett,Gabrielle Poulin,Lea Michele,Grant Kitson,Melanie Sontay,June Malia,Lizzie Devlin,Nahid Abhasi,Vahid Alhouei,Sam Permar,Robert Milton Wallace,Spencer Normington,John Adams,Robin S. Roth,Lucie Bourdeu,Leon Child,Marie Vincent,Levi Gregory,Nora Gregor,Geoffrey Vinchon,Leonard Pietraszak,Dajay Brown,Beni Drost,Paula Malcomson,Motsi Tekateka,Jaafar Jackson,Melanie Paxson,Dante Bemis,Zachary Lietz,Miguel Rodriguez,Frederic Vial,Eden Broda,Thomas Biebers,William Hurt,Heather Elizabeth Morris,Jane Lynch,Olga Kolb,Joey Lauren Adams,Kevin Kashani,Tony Bonner,Aristote Douroudakis,Moni Moshonov,Ayyappa P. Sharma,Hamid Reza Arabsorkhi,Sydney Craven,Robert Pastorelli,Cody Myers,Wallace Langham,Benjamin Christensen,Rudranil Ghosh,Fleur Poad,Gus Drake,Pierre-Yves Cardinal,Divyansha Kaushik,Nikki Holden,Bhanu Prakash,Félix-Antoine Duval",en,Warner Bros. Pictures-Turner Pictures-Alphaville Films,1996-12-25,0.0,23935171.05217782,105.0,Released,angel-vice-road trip-reporter-dog-woman director,5333442.45651902,3658101.9694704977,1.0,0.0,1,1,5,495,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.16470516
3628,Michael Collins,"Biography,Drama,History",Neil Jordan,Neil Jordan,7.1,34933.0,"John Kenny,Ronan McCairbre,Aidan Quinn,Jer O'Leary,Martin Murphy,Mike Dwyer,Ian Hart,Julia Roberts,Patrick Brogan,Richard Ingram,Liam Neeson",en,Geffen Pictures-Warner Bros. Pictures,1996-10-25,49982313.57552582,33788043.977055445,132.0,Released,civil war-fight-presidential election-freedom fighter-biography-ireland-irish easter rebellion (1916)-1920s,349027.018728892,5971988.708841096,1.0,0.0,1,1,1,69,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.31857908
3629,The Mirror Has Two Faces,"Comedy,Drama,Romance",Barbra Streisand,"André Cayatte,Gérard Oury,Richard LaGravenese,Jean Meckert,Denis Perret",6.6,24081.0,"Ali Marsh,Bourvil,Pierce Brosnan,Michèle Morgan,Brenda Vaccaro,Georges Chamarat,Lauren Bacall,Ivan Desny,Julien Carette,Austin Pendleton,Jane Marken,Elisabeth Manet,Elle Macpherson,Jeff Bridges,Mimi Rogers,Georgette Anys,Marcel Pérès,George Segal,Sylvie,Barbra Streisand",en,TriStar Pictures-Phoenix Pictures,1996-11-15,83970286.80688336,82138662.93369025,126.0,Released,professor-wedding-woman director-columbia university,27376750.95550069,13655137.93460718,1.0,0.0,0,1,1,86,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,-0.029549599
3630,Mission: Impossible,"Action,Adventure,Thriller",Brian De Palma,"Bruce Geller,David Koepp,Steven Zaillian,Robert Towne",7.2,485731.0,"Trevor Gagnon,Megumi Ogata,Mahyar Shakeri,Brian Scholten,Jean Reno,Oliver Snyder,Subaru Kimura,Kristin Scott Thomas,Barbara Bain,Clark Gregg,Kana Hanazawa,Valentina Yakunina,Jon Voight,Nicklaus VanDyke,Tom McDonough,Morgan Lee,Tricia O'Kelley,Paull Walia,Jane Badler,Akio Ôtsuka,Yuki Ono,Terry Markwell,Peter Graves,Antony Hamilton,Tomoyo Kurosawa,Elisha Patterson III,Christa Terry,Ingeborga Dapkunaite,Kendall Wells,Stephen Lomer,Audrey Wells,Peter Curtin,Yûichirô Umehara,Steven Hill,Robert W. Antor,Bob Lennon,Eri Suzuki,Ryan Webber,Leonard Nimoy,Rui Tanabe,Lynda Day George,Justine Marino,Thaao Penghlis,Ryan Mey,Frédéric Molas,Lesley Ann Warren,Emily Rutherfurd,Phil Morris,David Bradshaw,Mamiko Noto,Peter Lupus,Henry Czerny,Jack Waisanen,Kevin Bayliss,Hamish Linklater,Shun Horie,Vanessa Redgrave,Kazuyuki Okitsu,Ving Rhames,Yumiri Hanamori,Nicolas Rochette,Sébastien Rassiat,Martin Landau,Earl Fechter,Tom Cruise,David Stebbins,Greg Morris,Maaya Uchida,Julia Louis-Dreyfus,Kana Asumi,Bob Johnson,Kôsuke Toriumi,Takahiro Sakurai,Genevieve Andersen,Alex Kapp,Harumi Sakurai,Katherine Cheslek,Yumi Uchiyama,Shunsuke Takeuchi,Emmanuelle Béart",en,Paramount-Cruise/Wagner Productions,1996-05-22,159943403.4416826,91513857.08694836,110.0,Released,paris france-london england-spy-cia-terrorist-secret identity-undercover-arms deal-headquarter-secret base-secret mission-prague czech republic-embassy-secret agent-tgv-computer-mission-espionage-agent,896131.7058467565,15082411.621655447,1.0,0.0,1,1,1,190,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.54479253
